City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
427,Mumford,GH,5.2618,-0.759,77.13,87,100,4.27,overcast clouds,2022-04-18 18:51:14
428,Conceicao Do Araguaia,BR,-8.2578,-49.2647,86.16,66,70,1.54,broken clouds,2022-04-18 18:51:15
429,Jiwani,PK,25.05,61.7417,80.2,91,84,7.81,broken clouds,2022-04-18 18:51:15
430,Kendal,GB,54.3268,-2.7476,48.83,80,7,5.48,clear sky,2022-04-18 18:51:15
431,Pangnirtung,CA,66.1451,-65.7125,-4.0,71,75,12.66,broken clouds,2022-04-18 18:51:16
432,Dzhankoy,UA,45.7167,34.4,42.94,87,92,11.92,overcast clouds,2022-04-18 18:51:16
433,Nioro,GM,13.35,-15.75,89.2,29,9,13.15,clear sky,2022-04-18 18:51:16
434,Duku,NG,11.2361,4.9073,90.28,37,100,7.96,overcast clouds,2022-04-18 18:51:17
435,Cap Malheureux,MU,-19.9842,57.6142,79.47,87,100,1.99,overcast clouds,2022-04-18 18:51:17
436,Port-Cartier,CA,50.0334,-66.8654,41.76,56,4,4.16,clear sky,2022-04-18 18:51:18
437,Praia,CV,14.9215,-23.5087,75.74,64,20,21.85,few clouds,2022-04-18 18:51:18
438,Cesvaine,LV,56.9667,26.3167,38.8,70,1,5.46,clear sky,2022-04-18 18:51:18
439,Suzun,RU,53.7841,82.3116,43.16,77,100,8.25,overcast clouds,2022-04-18 18:51:19
440,Nadym,RU,65.5333,72.5167,30.11,96,100,16.49,light snow,2022-04-18 18:47:26
441,Salzkotten,DE,51.6717,8.6009,56.77,44,0,4.61,clear sky,2022-04-18 18:51:19
442,Haren,DE,52.7833,7.2333,59.18,31,0,3.44,clear sky,2022-04-18 18:51:20
443,Malatya,TR,38.5,38.0,55.45,44,75,2.3,broken clouds,2022-04-18 18:51:20
444,Ryazhsk,RU,53.7038,40.1109,39.42,95,100,8.16,light rain,2022-04-18 18:51:21
445,Pala,TD,9.3642,14.9046,74.82,80,100,9.48,heavy intensity rain,2022-04-18 18:51:21
446,Rocha,UY,-34.4833,-54.3333,71.8,51,71,9.71,broken clouds,2022-04-18 18:50:26
447,Albany,US,42.6001,-73.9662,58.59,28,100,5.99,overcast clouds,2022-04-18 18:49:31
448,Irgakly,RU,44.3611,44.7556,52.66,76,6,8.86,clear sky,2022-04-18 18:51:22
449,Barra Do Garcas,BR,-15.89,-52.2567,93.78,38,40,3.44,scattered clouds,2022-04-18 18:48:40
450,Sesheke,ZM,-17.4759,24.2968,74.52,58,97,3.69,overcast clouds,2022-04-18 18:51:22
451,Julio De Castilhos,BR,-29.2269,-53.6817,70.29,61,66,3.36,broken clouds,2022-04-18 18:46:38
452,Akureyri,IS,65.6835,-18.0878,39.13,87,75,12.66,broken clouds,2022-04-18 18:51:23
453,Bradford,GB,53.7939,-1.7521,55.24,63,20,10.36,few clouds,2022-04-18 18:51:23
454,Saint-Francois,FR,46.4154,3.9054,58.44,47,0,2.3,clear sky,2022-04-18 18:51:23
455,Puerto Baquerizo Moreno,EC,-0.9,-89.6,79.79,78,75,8.05,light intensity drizzle,2022-04-18 18:51:24
456,Rabo De Peixe,PT,37.8,-25.5833,60.31,67,75,14.97,broken clouds,2022-04-18 18:46:25
457,Angoche,MZ,-16.2325,39.9086,79.16,71,0,7.92,clear sky,2022-04-18 18:51:24
458,Igarka,RU,67.4667,86.5833,20.86,95,100,16.33,snow,2022-04-18 18:51:25
459,Itaqui,BR,-29.1253,-56.5531,74.7,53,0,4.41,clear sky,2022-04-18 18:51:25
460,Manakara,MG,-22.1333,48.0167,74.3,85,41,5.12,scattered clouds,2022-04-18 18:51:25
461,Markala,ML,13.7021,-6.0659,91.62,11,92,7.92,overcast clouds,2022-04-18 18:51:26
462,Mabaruma,GY,8.2,-59.7833,86.0,74,75,9.22,broken clouds,2022-04-18 18:51:26
463,Astana,KZ,51.1801,71.446,42.75,93,100,6.71,mist,2022-04-18 18:50:56
464,Sulingen,DE,52.6833,8.8,59.05,62,93,2.48,overcast clouds,2022-04-18 18:51:27
465,Naryan-Mar,RU,67.6713,53.087,27.43,96,100,7.58,overcast clouds,2022-04-18 18:51:27
466,Amalapuram,IN,16.5833,82.0167,79.0,83,2,2.42,clear sky,2022-04-18 18:51:27
467,Krasnoselkup,RU,65.7,82.4667,27.97,95,100,22.62,light snow,2022-04-18 18:51:28
468,Itarema,BR,-2.9248,-39.9167,82.51,77,92,6.67,overcast clouds,2022-04-18 18:51:28
469,Mirabad,AF,30.4362,61.8383,65.14,56,30,24.63,scattered clouds,2022-04-18 18:51:28
470,Ferry Pass,US,30.5102,-87.2125,78.78,69,75,11.5,broken clouds,2022-04-18 18:51:29
471,Marystown,CA,47.1666,-55.1483,40.82,70,47,29.06,scattered clouds,2022-04-18 18:51:29
472,Margate,GB,51.3813,1.3862,56.1,69,100,3.0,overcast clouds,2022-04-18 18:51:30
473,Eyl,SO,7.9803,49.8164,82.45,80,1,7.29,clear sky,2022-04-18 18:51:30
474,Gander,CA,48.9682,-54.5906,35.73,93,100,28.77,overcast clouds,2022-04-18 18:51:30
475,Takoradi,GH,4.8845,-1.7554,79.34,80,100,3.74,overcast clouds,2022-04-18 18:48:15
476,Black River,JM,18.0264,-77.8487,82.15,71,25,6.06,scattered clouds,2022-04-18 18:51:31
477,Umm Lajj,SA,25.0213,37.2685,85.28,38,100,2.1,overcast clouds,2022-04-18 18:51:31
478,Malangali,TZ,-8.5667,34.85,63.37,93,24,9.89,few clouds,2022-04-18 18:51:32
479,Peabiru,BR,-23.9128,-52.3431,73.26,57,5,3.44,clear sky,2022-04-18 18:51:32
480,Abay,KZ,49.6311,72.8539,44.98,76,100,20.74,overcast clouds,2022-04-18 18:51:32
481,Blyth,GB,55.1271,-1.5086,53.47,60,20,11.5,few clouds,2022-04-18 18:51:32
482,Torbat-E Jam,IR,35.244,60.6225,50.52,70,100,15.73,overcast clouds,2022-04-18 18:51:33
483,El Alto,PE,-4.2714,-81.2147,78.46,71,92,11.03,overcast clouds,2022-04-18 18:51:33
484,Bhera,PK,32.4832,72.9097,87.67,14,100,3.85,overcast clouds,2022-04-18 18:51:33
485,Raudeberg,NO,61.9875,5.1352,50.67,65,0,6.87,clear sky,2022-04-18 18:51:34
486,Khem Karan,IN,31.1428,74.5667,89.69,17,13,7.18,few clouds,2022-04-18 18:51:34
487,Sinnamary,GF,5.3833,-52.95,80.11,82,100,9.31,light rain,2022-04-18 18:51:35
488,Grand Gaube,MU,-20.0064,57.6608,79.38,87,68,1.99,broken clouds,2022-04-18 18:51:35
489,Sambava,MG,-14.2667,50.1667,76.96,87,62,12.06,broken clouds,2022-04-18 18:51:35
490,Pervomayskiy,RU,53.2485,40.2871,41.41,95,100,11.14,light rain,2022-04-18 18:51:36
491,Coquimbo,CL,-29.9533,-71.3436,61.25,75,13,7.11,few clouds,2022-04-18 18:51:36
492,Pitimbu,BR,-7.4706,-34.8086,88.39,68,87,10.63,overcast clouds,2022-04-18 18:51:36
493,Alekseyevka,RU,50.6309,38.6903,54.21,85,100,10.96,overcast clouds,2022-04-18 18:51:37
494,Wloszczowa,PL,50.8526,19.9659,45.18,55,100,3.11,overcast clouds,2022-04-18 18:51:37
495,Nakasongola,UG,1.3089,32.4564,71.19,72,20,4.45,few clouds,2022-04-18 18:51:37
496,Aksay,RU,47.26,39.87,62.82,73,100,9.89,light rain,2022-04-18 18:51:38
497,Puerto Narino,CO,-3.7703,-70.3831,78.75,80,100,1.48,overcast clouds,2022-04-18 18:51:38
498,Garissa,KE,-0.4536,39.6401,84.72,60,100,17.11,overcast clouds,2022-04-18 18:48:07
499,Vihari,PK,30.0333,72.35,86.18,29,5,6.64,clear sky,2022-04-18 18:51:38
500,Alto Longa,BR,-5.2511,-42.2103,84.43,71,97,3.33,overcast clouds,2022-04-18 18:51:39
501,Rosetta,EG,31.4044,30.4164,62.82,79,100,6.96,overcast clouds,2022-04-18 18:51:39
502,Nueva Loja,EC,0.0847,-76.8828,77.02,83,75,9.22,light rain,2022-04-18 18:51:39
503,Tera,NE,14.0078,0.7531,91.36,10,97,5.7,overcast clouds,2022-04-18 18:51:40
504,Plettenberg Bay,ZA,-34.0527,23.3716,61.52,91,12,4.74,few clouds,2022-04-18 18:51:40
505,Sakakah,SA,29.9697,40.2064,81.97,11,64,10.58,broken clouds,2022-04-18 18:51:41
506,Terenos,BR,-20.4422,-54.8603,83.91,36,0,6.91,clear sky,2022-04-18 18:51:41
507,Riberalta,BO,-10.9833,-66.1,82.6,61,75,18.41,broken clouds,2022-04-18 18:47:14
508,Antofagasta,CL,-23.65,-70.4,67.23,63,0,7.25,clear sky,2022-04-18 18:51:41
509,Japura,ID,-0.3167,102.35,73.56,97,100,1.81,overcast clouds,2022-04-18 18:51:42
510,Bonthe,SL,7.5264,-12.505,80.13,71,100,10.49,overcast clouds,2022-04-18 18:51:42
511,Bajil,YE,15.0584,43.2851,90.0,43,87,3.6,overcast clouds,2022-04-18 18:51:42
512,Saint-Augustin,CA,51.226,-58.6502,32.86,72,6,24.81,clear sky,2022-04-18 18:51:42
513,Nuqui,CO,5.7125,-77.2708,81.39,80,100,9.1,light rain,2022-04-18 18:51:43
514,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,86.22,32,4,1.57,clear sky,2022-04-18 18:51:43
515,Jawar,IN,23.0,76.5,87.19,16,5,6.13,clear sky,2022-04-18 18:51:43
516,Akyab,MM,20.15,92.9,81.5,83,0,5.91,clear sky,2022-04-18 18:51:44
517,Saurimo,AO,-9.6608,20.3916,67.33,94,96,3.65,moderate rain,2022-04-18 18:51:44
518,Beisfjord,NO,68.3751,17.5988,44.04,98,100,4.09,overcast clouds,2022-04-18 18:51:44
519,Stupava,SK,48.2747,17.0317,50.49,45,0,6.91,clear sky,2022-04-18 18:51:45
520,Ancud,CL,-41.8697,-73.8203,54.23,69,86,6.11,overcast clouds,2022-04-18 18:51:45
521,Prestea,GH,5.4327,-2.1428,75.96,93,100,2.71,overcast clouds,2022-04-18 18:51:45
522,Bardiyah,LY,31.7561,25.0865,61.81,72,29,8.75,scattered clouds,2022-04-18 18:51:46
523,Dembi Dolo,ET,8.5333,34.8,63.45,79,20,3.53,few clouds,2022-04-18 18:51:46
524,Dudinka,RU,69.4058,86.1778,20.62,94,100,11.21,light snow,2022-04-18 18:51:46
525,Pachino,IT,36.7186,15.0907,54.88,71,27,8.5,scattered clouds,2022-04-18 18:51:46
526,Vozhega,RU,60.4725,40.2213,33.62,100,100,1.63,overcast clouds,2022-04-18 18:51:47
527,Karachi,PK,24.9056,67.0822,82.22,74,1,9.22,smoke,2022-04-18 18:48:13
528,Diamantino,BR,-14.4086,-56.4461,83.53,45,5,5.99,clear sky,2022-04-18 18:51:07
529,Yarmouth,US,41.7057,-70.2286,54.97,58,0,11.5,clear sky,2022-04-18 18:51:47
530,Lapy,PL,52.9911,22.8842,41.25,78,100,8.7,overcast clouds,2022-04-18 18:51:48
531,Wajir,KE,1.7471,40.0573,85.96,58,75,9.22,broken clouds,2022-04-18 18:51:48
532,Aswan,EG,24.0934,32.907,94.3,8,0,4.61,clear sky,2022-04-18 18:51:48
533,Iquitos,PE,-3.7481,-73.2472,77.04,100,75,8.05,broken clouds,2022-04-18 18:48:05
534,Hualmay,PE,-11.0964,-77.6139,71.22,73,95,10.25,overcast clouds,2022-04-18 18:51:49
535,Husavik,IS,66.0449,-17.3389,35.35,97,100,9.46,overcast clouds,2022-04-18 18:49:41
536,Port Blair,IN,11.6667,92.75,80.64,83,20,0.0,mist,2022-04-18 18:51:49
537,Daud Khel,PK,32.875,71.5701,85.28,24,90,2.89,overcast clouds,2022-04-18 18:51:50
538,Jardim,BR,-21.4803,-56.1381,85.37,35,0,2.3,clear sky,2022-04-18 18:47:16
539,Lafiagi,NG,8.8667,5.4167,87.8,49,16,4.85,light rain,2022-04-18 18:51:50
540,Rumonge,BI,-3.9736,29.4386,72.21,84,21,4.0,light rain,2022-04-18 18:51:50
541,Krasnoyarskiy,RU,51.965,59.8967,53.33,60,92,6.71,overcast clouds,2022-04-18 18:51:51
542,Sabzevar,IR,36.2126,57.6819,51.08,87,75,13.8,light intensity shower rain,2022-04-18 18:51:51
543,Volksrust,ZA,-27.3654,29.8818,47.53,96,100,5.75,light rain,2022-04-18 18:51:51
544,Swakopmund,NA,-22.6833,14.5333,67.05,87,64,3.0,broken clouds,2022-04-18 18:51:52
545,Tanout,NE,14.9709,8.8879,85.68,14,14,2.15,few clouds,2022-04-18 18:51:52
546,Kimberley,ZA,-28.7323,24.7623,55.09,82,0,6.91,clear sky,2022-04-18 18:51:52
547,Omegna,IT,45.8798,8.408,59.83,45,6,1.23,clear sky,2022-04-18 18:51:53
548,Januaria,BR,-15.4833,-44.3667,82.42,49,95,8.3,overcast clouds,2022-04-18 18:51:53
549,Wladyslawowo,PL,54.7909,18.4009,45.93,68,100,10.0,overcast clouds,2022-04-18 18:51:53
550,Sistranda,NO,63.7256,8.834,57.16,74,0,8.95,clear sky,2022-04-18 18:51:53
551,Tessalit,ML,20.1986,1.0114,82.26,10,0,8.1,clear sky,2022-04-18 18:51:55
552,Atlantic City,US,39.3643,-74.4229,50.02,66,20,16.11,few clouds,2022-04-18 18:51:55
553,Tucuman,AR,-26.8241,-65.2226,77.0,50,40,5.75,scattered clouds,2022-04-18 18:51:55
554,Roald,NO,62.5833,6.1333,54.52,71,0,1.14,clear sky,2022-04-18 18:51:56
555,Gualaquiza,EC,-3.4,-78.55,63.46,99,100,0.29,moderate rain,2022-04-18 18:51:56
556,Odweyne,SO,9.4092,45.064,79.61,56,3,11.79,clear sky,2022-04-18 18:51:56
557,Golakganj,IN,26.1,89.8333,75.02,79,0,9.8,clear sky,2022-04-18 18:51:57
558,Kulykivka,UA,51.3735,31.6466,37.62,84,100,6.55,overcast clouds,2022-04-18 18:51:58
559,Abu Dhabi,AE,24.4667,54.3667,80.62,43,0,6.91,clear sky,2022-04-18 18:51:59
560,Hit,IQ,33.6416,42.8251,78.21,11,2,3.89,clear sky,2022-04-18 18:51:59
561,Mukono,UG,0.3533,32.7553,74.95,79,73,3.18,broken clouds,2022-04-18 18:52:00
562,Klobuck,PL,50.9008,18.9367,43.45,54,100,5.61,overcast clouds,2022-04-18 18:52:00
563,La Paz,BO,-16.5,-68.15,64.38,14,20,10.36,few clouds,2022-04-18 18:50:07
564,Aripuana,BR,-9.1667,-60.6333,81.73,84,98,2.77,overcast clouds,2022-04-18 18:52:01
565,Lima,PE,-12.0432,-77.0282,68.4,70,20,6.91,fog,2022-04-18 18:50:24
566,Caetite,BR,-14.0694,-42.475,71.76,74,87,10.85,overcast clouds,2022-04-18 18:52:01
567,Joensuu,FI,62.6012,29.7632,39.69,77,0,1.14,clear sky,2022-04-18 18:52:02
568,Bousse,BF,12.6606,-1.8922,93.97,11,86,5.1,overcast clouds,2022-04-18 18:52:02
569,Olinda,BR,-8.0089,-34.8553,85.73,62,20,9.22,few clouds,2022-04-18 18:50:38
570,Awjilah,LY,29.1081,21.2869,69.28,40,0,9.66,clear sky,2022-04-18 18:52:03
571,Palm Valley,US,30.1775,-81.3876,84.13,64,100,8.37,overcast clouds,2022-04-18 18:52:03
572,Tokmak,UA,47.2514,35.7058,46.09,94,75,11.03,broken clouds,2022-04-18 18:52:04
573,Jumla,NP,29.2747,82.1838,50.16,45,0,4.25,clear sky,2022-04-18 18:52:04
574,Berlevag,NO,70.8578,29.0864,40.8,96,100,26.57,overcast clouds,2022-04-18 18:52:05
575,Vila Do Maio,CV,15.1333,-23.2167,75.99,79,7,14.67,clear sky,2022-04-18 18:52:05
576,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,77.47,41,0,3.96,clear sky,2022-04-18 18:52:05
577,Quelimane,MZ,-17.8786,36.8883,78.75,89,20,8.05,few clouds,2022-04-18 18:52:06
578,Tromso,NO,69.6496,18.957,42.82,81,75,14.97,broken clouds,2022-04-18 18:52:06
579,Hurghada,EG,27.2574,33.8129,80.64,39,0,10.36,clear sky,2022-04-18 18:48:53
580,Bristol,US,41.8334,-71.1662,60.04,45,0,11.99,clear sky,2022-04-18 18:51:52
581,Bubaque,GW,11.2833,-15.8333,75.72,75,14,12.5,few clouds,2022-04-18 18:52:07
582,Kalmunai,LK,7.4167,81.8167,81.81,76,98,1.48,overcast clouds,2022-04-18 18:50:52
583,Olafsvik,IS,64.8945,-23.7142,42.33,64,51,7.7,broken clouds,2022-04-18 18:52:07
584,Zabid,YE,14.1951,43.3152,90.7,32,99,15.3,overcast clouds,2022-04-18 18:52:07
585,Kita,ML,13.0349,-9.4895,95.5,10,77,5.39,broken clouds,2022-04-18 18:52:08
586,Luz,BR,-19.8014,-45.6856,80.47,43,85,1.81,overcast clouds,2022-04-18 18:52:08
587,Yenagoa,NG,4.9247,6.2642,77.31,90,100,6.26,overcast clouds,2022-04-18 18:52:08
588,Sherbrooke,CA,45.4001,-71.8991,48.78,35,0,6.91,clear sky,2022-04-18 18:50:09
589,Mehriz,IR,31.5917,54.4318,59.5,21,0,3.33,clear sky,2022-04-18 18:52:09
590,Chirongui,YT,-12.9319,45.1483,82.33,76,100,3.8,overcast clouds,2022-04-18 18:52:09
591,Luanda,AO,-8.8368,13.2343,78.17,90,100,10.29,overcast clouds,2022-04-18 18:49:58
592,Peno,RU,56.9262,32.7426,31.41,93,26,4.72,scattered clouds,2022-04-18 18:52:10
593,Ocana,CO,8.2377,-73.356,67.89,84,100,1.36,overcast clouds,2022-04-18 18:48:56
594,Axim,GH,4.8699,-2.2405,77.95,88,100,7.74,light rain,2022-04-18 18:52:10
595,Atbasar,KZ,51.8,68.3333,45.19,56,10,6.51,clear sky,2022-04-18 18:52:10
596,Susurluk,TR,39.9136,28.1578,47.84,95,100,4.88,overcast clouds,2022-04-18 18:52:11
597,Manono,CD,-7.3,27.4167,74.26,79,7,4.94,clear sky,2022-04-18 18:52:12
598,Sarankhola,BD,22.3082,89.7897,78.89,91,32,4.03,scattered clouds,2022-04-18 18:52:12
599,Alakurtti,RU,66.9672,30.3491,36.68,98,100,3.09,light rain,2022-04-18 18:52:12
600,Mazamari,PE,-11.3258,-74.5308,84.69,56,84,2.44,broken clouds,2022-04-18 18:52:13
601,Salinopolis,BR,-0.6136,-47.3561,82.38,78,100,8.19,overcast clouds,2022-04-18 18:52:13
602,Illapel,CL,-31.6308,-71.1653,74.07,40,0,7.02,clear sky,2022-04-18 18:52:13
603,Stepnyak,KZ,52.8339,70.7803,40.91,60,42,7.29,scattered clouds,2022-04-18 18:52:14
604,Anloga,GH,5.7947,0.8973,79.12,78,100,6.53,overcast clouds,2022-04-18 18:52:14
605,Krasnoyarka,RU,55.3333,73.1167,37.35,56,13,8.3,few clouds,2022-04-18 18:52:14
606,Umea,SE,63.8284,20.2597,37.33,87,0,3.44,clear sky,2022-04-18 18:52:14
607,Chingirlau,KZ,51.095,54.0814,58.37,54,100,7.56,overcast clouds,2022-04-18 18:52:15
608,Palaikastron,GR,35.2,26.25,58.73,82,57,2.51,broken clouds,2022-04-18 18:52:15
609,Hasanpur,IN,28.7167,78.2833,87.13,11,0,8.01,clear sky,2022-04-18 18:52:15
610,Beyneu,KZ,45.3167,55.2,66.56,32,24,9.04,few clouds,2022-04-18 18:52:16
611,Mangrol,IN,21.1167,70.1167,80.78,69,0,11.56,clear sky,2022-04-18 18:52:17
612,Le Port,RE,-20.9373,55.2919,78.76,82,7,5.26,clear sky,2022-04-18 18:52:17
613,Leticia,CO,-4.2153,-69.9406,78.85,89,75,6.91,broken clouds,2022-04-18 18:52:18
614,Dakoro,NE,14.5106,6.765,94.51,9,100,6.62,overcast clouds,2022-04-18 18:52:18
615,Marienburg,PL,54.0359,19.0266,43.57,71,100,8.37,overcast clouds,2022-04-18 18:52:19
616,Terra Santa,BR,-2.1042,-56.4869,85.53,66,100,2.73,overcast clouds,2022-04-18 18:52:19
617,Dabhoi,IN,22.1833,73.4333,83.28,51,0,9.95,clear sky,2022-04-18 18:52:20
618,Troitsk,RU,54.0979,61.5773,49.78,68,91,4.9,overcast clouds,2022-04-18 18:52:20
619,Laela,TZ,-8.5667,32.05,60.85,96,98,3.87,light rain,2022-04-18 18:52:21
620,Bogorodskoye,RU,56.55,37.8833,36.25,71,72,5.1,broken clouds,2022-04-18 18:52:21
621,Killybegs,IE,54.6333,-8.45,47.91,78,100,11.99,overcast clouds,2022-04-18 18:52:22
622,Mao,ES,39.8885,4.2658,57.76,82,0,4.61,clear sky,2022-04-18 18:52:22
623,Sokoto,NG,13.0609,5.239,91.45,13,99,9.28,overcast clouds,2022-04-18 18:52:23
624,Visnes,NO,59.3556,5.2242,54.82,35,0,16.11,clear sky,2022-04-18 18:52:23
625,Paralimni,CY,35.0375,33.9833,67.12,77,100,8.01,light rain,2022-04-18 18:52:24
626,Pahalgam,IN,34.0333,75.3333,43.75,55,11,10.69,few clouds,2022-04-18 18:52:24
627,Rome,US,34.257,-85.1647,63.3,74,100,10.36,overcast clouds,2022-04-18 18:48:56
628,Soyo,AO,-6.1349,12.3689,79.32,90,83,6.96,broken clouds,2022-04-18 18:52:24
629,Redcliffe,AU,-27.2307,153.0973,64.42,93,0,6.91,clear sky,2022-04-18 18:47:45
630,Oussouye,SN,12.485,-16.5469,86.18,58,54,13.13,broken clouds,2022-04-18 18:52:25
631,Villamontes,BO,-21.25,-63.5,84.7,30,0,5.57,clear sky,2022-04-18 18:52:25
632,Khaniotis,GR,39.9991,23.58,47.86,80,100,9.13,overcast clouds,2022-04-18 18:52:26
633,Saint-Ambroise,CA,48.5501,-71.3324,45.14,48,17,3.44,few clouds,2022-04-18 18:52:26
634,Cashel,IE,52.5158,-7.8856,48.9,81,15,8.48,few clouds,2022-04-18 18:52:26
635,Sangueya,GN,10.7,-14.3667,80.65,56,43,6.98,scattered clouds,2022-04-18 18:52:27
636,Gandai,IN,21.6667,81.1,88.2,15,3,4.79,clear sky,2022-04-18 18:52:27
637,Lohja,FI,60.2486,24.0653,45.37,84,34,2.39,scattered clouds,2022-04-18 18:52:28
638,Cotonou,BJ,6.3654,2.4183,80.58,78,20,3.44,few clouds,2022-04-18 18:49:15
639,Lucapa,AO,-8.4192,20.7447,69.66,90,70,3.02,broken clouds,2022-04-18 18:52:28
640,Zaragoza,ES,41.6561,-0.8773,64.85,47,0,17.27,clear sky,2022-04-18 18:50:56
641,Chukhloma,RU,58.7525,42.6825,34.61,80,100,1.21,overcast clouds,2022-04-18 18:52:29
642,Charlestown,AU,-32.95,151.6667,63.82,95,100,1.01,overcast clouds,2022-04-18 18:52:29
643,Birjand,IR,32.8663,59.2211,50.47,62,40,6.91,scattered clouds,2022-04-18 18:52:30
644,Lokosovo,RU,61.1333,74.8167,31.21,89,93,12.19,overcast clouds,2022-04-18 18:52:30
645,Khujand,TJ,40.2853,69.6279,67.28,59,40,17.9,light rain,2022-04-18 18:52:30
646,Nicoya,CR,10.1483,-85.452,96.26,33,100,0.47,overcast clouds,2022-04-18 18:52:31
647,Kikuyu,KE,-1.2458,36.6633,62.69,94,75,0.0,light rain,2022-04-18 18:52:31
648,Taltal,CL,-25.4,-70.4833,64.31,71,12,4.09,few clouds,2022-04-18 18:47:50
649,Lesnoy,RU,57.6198,63.0784,37.69,87,100,4.32,overcast clouds,2022-04-18 18:52:32
