City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
163,Moussoro,TD,13.6408,16.4901,91.26,14,100,10.13,overcast clouds,2022-04-18 18:49:51
164,Muzaffarabad,PK,34.37,73.4711,71.31,48,100,6.73,overcast clouds,2022-04-18 18:49:51
165,Cayenne,GF,4.9333,-52.3333,77.04,1,100,3.44,overcast clouds,2022-04-18 18:45:22
166,Ilo,PE,-17.6394,-71.3375,70.66,68,0,6.91,clear sky,2022-04-18 18:49:51
167,Carnarvon,AU,-24.8667,113.6333,68.07,77,24,10.36,few clouds,2022-04-18 18:49:52
168,Salalah,OM,17.0151,54.0924,84.29,79,75,6.91,broken clouds,2022-04-18 18:49:52
169,Luba,GQ,3.4568,8.5547,81.75,81,100,5.01,light rain,2022-04-18 18:49:52
170,Borovsk,RU,55.2064,36.4861,41.27,73,100,7.61,overcast clouds,2022-04-18 18:49:53
171,Iquique,CL,-20.2208,-70.1431,67.71,67,7,6.64,clear sky,2022-04-18 18:46:14
172,East London,ZA,-33.0153,27.9116,65.34,94,100,10.36,light rain,2022-04-18 18:49:53
173,Sendafa,ET,9.15,39.0333,58.6,57,21,5.37,few clouds,2022-04-18 18:49:53
174,Palghar,IN,19.6833,72.75,80.01,74,0,3.96,clear sky,2022-04-18 18:49:54
175,Kutum,SD,14.2,24.6667,86.54,27,100,4.92,overcast clouds,2022-04-18 18:49:54
176,Moju,BR,-1.8839,-48.7689,81.41,91,100,1.97,overcast clouds,2022-04-18 18:49:54
177,Mahendranagar,NP,28.9167,80.3333,80.37,15,0,6.82,clear sky,2022-04-18 18:49:55
178,Marsh Harbour,BS,26.5412,-77.0636,77.36,75,80,7.76,broken clouds,2022-04-18 18:49:55
179,Sur,OM,22.5667,59.5289,84.65,52,0,5.44,clear sky,2022-04-18 18:49:55
180,Necochea,AR,-38.5473,-58.7368,69.87,57,96,12.08,overcast clouds,2022-04-18 18:49:56
181,Goderich,CA,43.7501,-81.7165,43.12,45,100,16.11,overcast clouds,2022-04-18 18:46:11
182,Lagoa,PT,39.05,-27.9833,58.26,71,8,16.33,clear sky,2022-04-18 18:49:56
183,Praia Da Vitoria,PT,38.7333,-27.0667,62.85,67,75,15.26,broken clouds,2022-04-18 18:49:56
184,Mar Del Plata,AR,-38.0023,-57.5575,64.42,91,40,15.99,scattered clouds,2022-04-18 18:47:19
185,Hanumangarh,IN,29.5833,74.3167,90.36,21,2,5.03,clear sky,2022-04-18 18:49:57
186,Asfi,MA,32.2994,-9.2372,63.57,83,53,16.67,broken clouds,2022-04-18 18:49:57
187,Skjervoy,NO,70.0311,20.9714,48.2,91,100,7.94,overcast clouds,2022-04-18 18:49:57
188,Monrovia,LR,6.3005,-10.7969,76.77,78,98,7.65,overcast clouds,2022-04-18 18:49:58
189,Tallahassee,US,30.4383,-84.2807,80.67,65,75,13.8,broken clouds,2022-04-18 18:45:39
190,Kristinehamn,SE,59.3098,14.1081,48.76,54,100,0.45,overcast clouds,2022-04-18 18:49:58
191,Trunovskoye,RU,45.4878,42.1358,67.68,69,100,7.65,overcast clouds,2022-04-18 18:49:59
192,Torbay,CA,47.6666,-52.7314,45.37,62,40,27.63,scattered clouds,2022-04-18 18:49:59
193,Marawi,PH,7.9986,124.2928,69.75,97,96,1.57,overcast clouds,2022-04-18 18:49:59
194,Pizarro,CO,4.9533,-77.366,80.17,85,100,9.33,light rain,2022-04-18 18:50:00
195,Misratah,LY,32.3754,15.0925,59.81,60,0,19.82,clear sky,2022-04-18 18:50:00
196,Kavaratti,IN,10.5669,72.642,84.45,70,84,6.22,broken clouds,2022-04-18 18:50:00
197,Onega,RU,63.9061,38.1404,28.78,94,83,1.99,broken clouds,2022-04-18 18:50:01
198,Ampanihy,MG,-24.7,44.75,74.59,82,99,6.82,overcast clouds,2022-04-18 18:50:01
199,Bria,CF,6.5423,21.9863,70.18,95,100,15.37,heavy intensity rain,2022-04-18 18:50:01
200,Ribeira Grande,PT,38.5167,-28.7,61.2,67,75,14.97,broken clouds,2022-04-18 18:50:02
201,Cockburn Town,TC,21.4612,-71.1419,82.36,65,40,16.11,scattered clouds,2022-04-18 18:45:34
202,Jalu,LY,29.0331,21.5482,69.44,40,0,9.26,clear sky,2022-04-18 18:48:08
203,Mehamn,NO,71.0357,27.8492,40.98,98,100,26.31,overcast clouds,2022-04-18 18:50:02
204,Isla Mujeres,MX,21.2311,-86.731,86.16,66,9,10.22,clear sky,2022-04-18 18:50:03
205,Maloy,NO,61.9353,5.1136,51.53,65,0,7.58,clear sky,2022-04-18 18:50:03
206,Oistins,BB,13.0667,-59.5333,84.29,65,40,19.57,scattered clouds,2022-04-18 18:50:04
207,Longyearbyen,SJ,78.2186,15.6401,15.64,73,20,3.44,few clouds,2022-04-18 18:50:04
208,Calabozo,VE,8.9242,-67.4293,91.94,37,94,2.08,overcast clouds,2022-04-18 18:50:04
209,Vardo,NO,70.3705,31.1107,39.18,81,75,18.41,broken clouds,2022-04-18 18:50:05
210,Kawambwa,ZM,-9.7915,29.0791,62.87,94,3,4.72,clear sky,2022-04-18 18:45:08
211,Nalut,LY,30.3333,10.85,66.92,19,0,11.41,clear sky,2022-04-18 18:50:05
212,Ndele,CF,8.4109,20.6473,75.67,71,100,3.44,overcast clouds,2022-04-18 18:50:06
213,Korla,CN,41.7597,86.1469,59.09,15,5,2.71,clear sky,2022-04-18 18:50:06
214,Quatre Cocos,MU,-20.2078,57.7625,79.09,85,28,11.12,scattered clouds,2022-04-18 18:50:06
215,Kushalgarh,IN,23.199,74.4507,86.18,18,0,8.37,clear sky,2022-04-18 18:50:07
216,Rio Grande,BR,-32.035,-52.0986,77.11,66,19,12.68,few clouds,2022-04-18 18:50:07
217,Tabou,CI,4.423,-7.3528,75.72,92,100,6.15,light rain,2022-04-18 18:50:07
218,Porto Belo,BR,-27.1578,-48.5531,76.15,62,100,4.5,overcast clouds,2022-04-18 18:50:08
219,Ntcheu,MW,-14.8203,34.6359,63.18,95,17,2.89,few clouds,2022-04-18 18:50:08
220,Hambantota,LK,6.1241,81.1185,79.14,100,58,2.3,broken clouds,2022-04-18 18:46:50
221,Sao Joaquim,BR,-28.2939,-49.9317,56.73,78,76,1.48,broken clouds,2022-04-18 18:50:08
222,Puerto Leguizamo,CO,-0.1934,-74.7819,78.28,94,100,0.58,overcast clouds,2022-04-18 18:50:09
223,Kosino,RU,58.4127,51.2782,30.81,98,98,2.48,overcast clouds,2022-04-18 18:50:09
224,Tammisaari,FI,59.9736,23.4339,44.91,72,15,2.57,few clouds,2022-04-18 18:50:09
225,Balkhash,KZ,46.844,74.9804,58.17,32,86,5.1,overcast clouds,2022-04-18 18:50:10
226,Aulla,IT,44.2146,9.9678,55.44,72,10,2.62,clear sky,2022-04-18 18:50:10
227,Harper,LR,4.375,-7.7169,77.18,91,100,8.68,light rain,2022-04-18 18:47:50
228,Radhanpur,IN,23.8333,71.6,85.14,54,2,12.95,clear sky,2022-04-18 18:50:11
229,Freetown,SL,8.484,-13.2299,78.39,70,100,8.01,overcast clouds,2022-04-18 18:46:01
230,Gayny,RU,60.3071,54.3241,24.82,95,7,1.59,clear sky,2022-04-18 18:50:11
231,Rio Cuarto,AR,-33.1307,-64.3499,77.67,41,0,20.71,clear sky,2022-04-18 18:50:11
232,Emba,KZ,48.8264,58.1442,57.18,50,99,4.72,overcast clouds,2022-04-18 18:50:12
233,Mattru,SL,7.6244,-11.8332,80.76,72,100,5.14,light rain,2022-04-18 18:50:12
234,El Jicaro,GT,14.9167,-89.9,94.53,24,9,4.25,clear sky,2022-04-18 18:50:12
235,Oshawa,CA,43.9001,-78.8496,51.6,46,75,23.02,broken clouds,2022-04-18 18:45:29
236,Saint-Marc,HT,19.1082,-72.6938,83.21,61,22,7.16,few clouds,2022-04-18 18:50:13
237,Belyy Yar,RU,53.6039,91.3903,46.29,46,0,8.95,light rain,2022-04-18 18:50:13
238,Constitucion,CL,-35.3333,-72.4167,63.18,66,30,12.59,scattered clouds,2022-04-18 18:46:28
239,Virginia Beach,US,36.8529,-75.978,54.05,92,100,5.01,overcast clouds,2022-04-18 18:49:39
240,Aviles,ES,43.5547,-5.9248,52.93,95,75,5.75,broken clouds,2022-04-18 18:46:33
241,Wageningen,NL,51.9667,5.6667,59.09,49,69,4.61,broken clouds,2022-04-18 18:50:14
242,Ponta Delgada,PT,37.7333,-25.6667,61.52,67,75,14.97,broken clouds,2022-04-18 18:50:14
243,Sierpc,PL,52.8568,19.6691,43.03,62,100,11.16,overcast clouds,2022-04-18 18:50:14
244,Honningsvag,NO,70.9821,25.9704,42.55,87,100,26.46,overcast clouds,2022-04-18 18:50:15
245,Tougue,GN,11.4667,-11.6,84.72,32,99,3.22,overcast clouds,2022-04-18 18:50:15
246,Lavumisa,SZ,-27.31,31.892,61.79,97,100,3.06,overcast clouds,2022-04-18 18:50:16
247,Talnakh,RU,69.4865,88.3972,20.21,95,100,10.83,light snow,2022-04-18 18:50:16
248,Jarocin,PL,51.9727,17.5026,44.13,53,100,6.15,overcast clouds,2022-04-18 18:50:17
249,Kattivakkam,IN,13.2167,80.3167,86.09,80,22,8.81,few clouds,2022-04-18 18:50:17
250,At-Bashi,KG,41.1702,75.8106,50.58,37,13,7.09,few clouds,2022-04-18 18:50:17
251,Pokhara,NP,28.2333,83.9833,73.92,29,3,7.2,clear sky,2022-04-18 18:50:18
252,Tiznit,MA,29.5833,-9.5,75.54,25,100,4.52,overcast clouds,2022-04-18 18:50:18
253,Bagotville,AU,-28.9833,153.4167,58.82,91,11,5.26,few clouds,2022-04-18 18:50:18
254,Saldanha,ZA,-33.0117,17.9442,64.45,78,0,9.82,clear sky,2022-04-18 18:50:19
255,Havelock,US,34.8791,-76.9013,66.2,96,100,24.16,heavy intensity rain,2022-04-18 18:50:19
256,Oum Hadjer,TD,13.2954,19.6966,89.49,37,99,14.03,overcast clouds,2022-04-18 18:50:19
257,Labytnangi,RU,66.6572,66.4183,21.43,93,99,5.75,overcast clouds,2022-04-18 18:50:20
258,Matagami,CA,49.7502,-77.6328,33.91,51,0,6.91,clear sky,2022-04-18 18:50:20
259,Bilma,NE,18.6853,12.9164,84.2,14,40,10.58,scattered clouds,2022-04-18 18:50:21
260,La Seyne-Sur-Mer,FR,43.0982,5.8847,59.61,70,78,3.0,broken clouds,2022-04-18 18:50:21
261,Porto Novo,BJ,6.4965,2.6036,80.42,82,100,5.59,overcast clouds,2022-04-18 18:50:21
262,Vestmannaeyjar,IS,63.4427,-20.2734,47.39,71,0,20.71,clear sky,2022-04-18 18:50:21
263,Saint-Georges,GD,12.0564,-61.7485,82.08,74,75,24.16,broken clouds,2022-04-18 18:50:22
264,Lieksa,FI,63.3167,30.0167,36.82,94,65,2.04,broken clouds,2022-04-18 18:50:22
265,Dossor,KZ,47.5272,52.9811,68.32,33,100,5.79,overcast clouds,2022-04-18 18:50:22
266,Gat,IL,31.61,34.7642,67.82,100,100,4.85,overcast clouds,2022-04-18 18:50:23
267,Tudela,ES,42.0617,-1.6045,59.9,65,1,16.04,clear sky,2022-04-18 18:50:23
268,Hvolsvollur,IS,63.7533,-20.2243,47.07,55,10,10.11,clear sky,2022-04-18 18:50:23
269,Mahibadhoo,MV,3.7833,72.9667,84.24,67,100,6.73,overcast clouds,2022-04-18 18:50:24
270,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,71,80,12.73,broken clouds,2022-04-18 18:50:24
271,Mbini,GQ,1.574,9.6134,80.55,83,100,1.28,light rain,2022-04-18 18:50:24
272,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,70.21,62,17,10.6,few clouds,2022-04-18 18:50:25
273,Naftalan,AZ,40.5067,46.825,60.22,57,2,9.57,clear sky,2022-04-18 18:50:25
274,Guane,CU,22.2025,-84.0875,91.9,36,2,3.31,clear sky,2022-04-18 18:50:25
275,Lagos,NG,6.5833,3.75,80.92,89,100,2.13,light rain,2022-04-18 18:47:38
276,Changji,CN,44.0167,87.3167,72.39,8,0,20.13,clear sky,2022-04-18 18:50:26
277,Ostrovnoy,RU,68.0531,39.5131,36.9,100,100,14.65,light rain,2022-04-18 18:50:26
278,Jaleswar,NP,26.6471,85.8008,82.47,57,0,16.08,clear sky,2022-04-18 18:50:26
279,Maragogi,BR,-9.0122,-35.2225,81.57,75,60,9.44,broken clouds,2022-04-18 18:50:27
280,Huarmey,PE,-10.0681,-78.1522,72.28,73,83,11.34,broken clouds,2022-04-18 18:50:27
281,Namibe,AO,-15.1961,12.1522,74.19,77,97,3.09,light rain,2022-04-18 18:50:27
282,Aksarka,RU,66.5606,67.7975,20.37,90,100,8.21,overcast clouds,2022-04-18 18:50:28
283,Bezhetsk,RU,57.7851,36.6965,35.28,84,1,6.02,clear sky,2022-04-18 18:50:28
284,Waldkirch,DE,48.0959,7.9637,56.26,67,2,5.19,clear sky,2022-04-18 18:50:28
285,Maceio,BR,-9.6658,-35.7353,87.24,54,20,11.5,few clouds,2022-04-18 18:48:12
286,Sao Benedito Do Rio Preto,BR,-3.3336,-43.5283,83.71,81,100,2.21,moderate rain,2022-04-18 18:50:29
287,Balkanabat,TM,39.5108,54.3671,62.64,50,1,9.15,clear sky,2022-04-18 18:50:29
288,Aquiraz,BR,-3.9014,-38.3911,86.09,85,100,7.94,overcast clouds,2022-04-18 18:50:29
289,Aksu,CN,41.1231,80.2644,61.09,14,9,5.08,clear sky,2022-04-18 18:50:30
290,Saint-Philippe,RE,-21.3585,55.7679,77.22,88,22,11.18,few clouds,2022-04-18 18:50:30
291,Rajpipla,IN,21.8667,73.5,83.17,52,0,8.75,clear sky,2022-04-18 18:50:30
292,Nuuk,GL,64.1835,-51.7216,18.21,79,100,16.11,light snow,2022-04-18 18:49:00
293,Maine-Soroa,NE,13.2114,12.0241,87.6,27,99,3.91,overcast clouds,2022-04-18 18:50:31
294,Meridian,US,43.6121,-116.3915,67.51,30,0,16.11,clear sky,2022-04-18 18:50:31
295,Passos,BR,-20.7189,-46.6097,77.25,50,12,1.83,few clouds,2022-04-18 18:50:31
296,Saint Anthony,US,45.0205,-93.218,37.0,71,100,23.02,overcast clouds,2022-04-18 18:50:32
297,Kathmandu,NP,27.7167,85.3167,68.22,77,20,3.44,mist,2022-04-18 18:50:32
298,Hamilton,US,39.1834,-84.5333,40.95,87,100,16.11,overcast clouds,2022-04-18 18:47:36
299,Iroquois Falls,CA,48.7669,-80.6831,39.15,61,100,5.35,overcast clouds,2022-04-18 18:50:32
300,Kayseri,TR,38.737,35.4968,69.82,28,75,16.11,broken clouds,2022-04-18 18:50:33
301,Poltavka,RU,54.3663,71.7632,40.6,51,64,7.25,broken clouds,2022-04-18 18:50:33
302,Oristano,IT,39.9,8.6,51.94,82,20,2.17,few clouds,2022-04-18 18:50:33
303,Staunton,US,38.1496,-79.0717,35.4,76,100,5.75,moderate rain,2022-04-18 18:50:34
304,Lagunas,PE,-5.2269,-75.6753,78.98,91,86,5.01,overcast clouds,2022-04-18 18:50:34
305,Siuna,NI,13.7332,-84.7773,95.88,28,86,4.76,overcast clouds,2022-04-18 18:50:34
306,San Francisco,US,37.7749,-122.4194,68.22,63,75,6.91,broken clouds,2022-04-18 18:46:38
307,Tucuma,BR,-0.1833,-50.05,82.87,73,35,4.85,light rain,2022-04-18 18:50:35
308,Uyovu,TZ,-3.2833,31.5258,66.6,88,93,2.06,overcast clouds,2022-04-18 18:50:35
309,Slupsk,PL,54.4641,17.0287,41.92,58,100,7.76,overcast clouds,2022-04-18 18:50:36
310,Neyveli,IN,11.536,79.4824,84.79,67,5,4.52,clear sky,2022-04-18 18:50:36
311,El Paraiso,HN,13.8667,-86.55,87.55,36,92,2.51,overcast clouds,2022-04-18 18:50:36
312,Walvis Bay,NA,-22.9575,14.5053,67.15,68,30,8.05,scattered clouds,2022-04-18 18:50:36
313,Zverinogolovskoye,RU,54.4586,64.8542,45.99,59,76,5.84,broken clouds,2022-04-18 18:50:37
314,Elat,IL,29.5581,34.9482,89.44,14,100,5.75,overcast clouds,2022-04-18 18:50:37
315,Kankon,IN,15.0167,74.0167,84.0,72,3,6.33,clear sky,2022-04-18 18:50:37
316,Havoysund,NO,70.9963,24.6622,43.03,98,100,28.23,overcast clouds,2022-04-18 18:50:38
317,Saint-Joseph,RE,-21.3667,55.6167,76.21,85,17,9.28,few clouds,2022-04-18 18:50:38
318,Mondlo,ZA,-27.983,30.7177,53.01,96,100,4.81,overcast clouds,2022-04-18 18:50:38
319,Adrar,MR,20.5022,-10.0711,87.55,11,4,8.68,clear sky,2022-04-18 18:49:31
320,Rulenge,TZ,-2.7175,30.6325,62.56,95,17,1.74,few clouds,2022-04-18 18:50:39
321,Padang,ID,-0.9492,100.3543,75.25,87,100,3.27,overcast clouds,2022-04-18 18:50:39
322,Camapua,BR,-19.5314,-54.0439,84.42,32,4,5.03,clear sky,2022-04-18 18:50:39
323,Tabuk,PH,17.4189,121.4443,73.85,91,96,2.86,overcast clouds,2022-04-18 18:50:40
324,Borovskoy,KZ,53.8,64.15,46.44,56,54,6.49,broken clouds,2022-04-18 18:50:40
325,Sukhumi,GE,43.0033,41.0153,65.79,64,100,7.94,overcast clouds,2022-04-18 18:50:02
326,Southbury,US,41.4815,-73.2132,56.68,45,0,14.97,clear sky,2022-04-18 18:50:41
327,Thompson,CA,55.7435,-97.8558,37.56,35,40,12.66,scattered clouds,2022-04-18 18:50:41
328,Katima Mulilo,NA,-17.5,24.2667,74.93,57,100,3.47,overcast clouds,2022-04-18 18:50:41
329,Vagur,FO,61.4732,-6.8119,44.74,83,100,26.33,light rain,2022-04-18 18:50:42
330,Eydhafushi,MV,5.1033,73.0708,84.31,66,98,7.23,overcast clouds,2022-04-18 18:50:42
331,Lazurne,UA,46.084,32.5295,41.7,89,100,17.78,overcast clouds,2022-04-18 18:50:43
332,Kansanshi,ZM,-12.0951,26.4273,61.5,96,15,3.71,few clouds,2022-04-18 18:50:43
333,Barcelos,PT,41.5388,-8.6151,61.84,70,12,14.54,few clouds,2022-04-18 18:48:16
334,Yar-Sale,RU,66.8333,70.8333,15.03,91,100,11.07,overcast clouds,2022-04-18 18:50:43
335,Chandler,US,33.3062,-111.8412,92.91,11,41,1.01,scattered clouds,2022-04-18 18:50:44
336,Faya,SA,18.3851,42.4509,72.12,46,53,5.03,light rain,2022-04-18 18:50:44
337,Omboue,GA,-1.5746,9.2618,79.3,90,100,5.26,light rain,2022-04-18 18:50:44
338,Nizwa,OM,22.9333,57.5333,83.05,16,0,5.3,clear sky,2022-04-18 18:49:04
339,Muktsar,IN,30.4833,74.5167,85.66,22,6,5.23,clear sky,2022-04-18 18:50:45
340,Moose Factory,CA,51.2585,-80.6094,28.4,69,0,14.97,clear sky,2022-04-18 18:50:45
341,Middleton,GB,53.55,-2.2,53.98,68,87,4.14,overcast clouds,2022-04-18 18:49:41
342,Caravelas,BR,-17.7125,-39.2481,79.11,62,16,10.2,few clouds,2022-04-18 18:50:45
343,Jay,US,44.5039,-70.2162,57.38,31,9,6.24,clear sky,2022-04-18 18:50:46
344,Bin Qirdan,TN,33.1378,11.2197,64.72,35,4,4.03,clear sky,2022-04-18 18:50:46
345,Burila Mare,RO,44.4528,22.5736,42.48,67,98,2.51,light rain,2022-04-18 18:50:46
346,Afrikanda,RU,67.4429,32.7828,34.57,100,100,3.0,overcast clouds,2022-04-18 18:50:47
347,Zawadzkie,PL,50.605,18.4847,46.99,54,100,5.95,overcast clouds,2022-04-18 18:50:47
348,Maridi,SS,4.9158,29.4742,73.04,75,17,3.18,light rain,2022-04-18 18:50:47
349,Gornopravdinsk,RU,60.05,69.9,27.72,87,55,6.82,broken clouds,2022-04-18 18:50:48
350,La Libertad,EC,-2.2333,-80.9,78.46,73,0,12.66,clear sky,2022-04-18 18:50:48
351,Porto Walter,BR,-8.2686,-72.7439,86.97,57,36,2.93,scattered clouds,2022-04-18 18:50:48
352,Opuwo,NA,-18.0607,13.84,78.19,47,100,8.32,overcast clouds,2022-04-18 18:50:49
353,Revuca,SK,48.6835,20.1173,41.86,97,95,2.17,overcast clouds,2022-04-18 18:45:56
354,Marsa Matruh,EG,31.3525,27.2453,62.8,82,40,5.75,scattered clouds,2022-04-18 18:50:49
355,Bud,US,39.447,-86.1758,42.89,79,100,14.41,overcast clouds,2022-04-18 18:50:49
356,Lauria,IT,40.0465,15.8358,43.65,69,6,7.0,clear sky,2022-04-18 18:50:50
357,San Luis,AR,-33.295,-66.3356,77.43,25,25,6.02,scattered clouds,2022-04-18 18:50:15
358,Onguday,RU,50.75,86.15,49.91,49,100,3.62,overcast clouds,2022-04-18 18:50:50
359,Wamba,NG,8.9333,8.6,77.09,79,100,7.85,moderate rain,2022-04-18 18:50:51
360,Zhanaozen,KZ,43.3,52.8,61.68,36,0,4.59,clear sky,2022-04-18 18:50:51
361,Yanam,IN,16.7333,82.2167,77.79,87,11,3.11,few clouds,2022-04-18 18:50:51
362,Boca Raton,US,26.3587,-80.0831,90.0,66,0,11.5,clear sky,2022-04-18 18:49:50
363,Ascheberg,DE,51.7833,7.6167,60.55,65,0,6.91,clear sky,2022-04-18 18:50:52
364,Pangody,RU,65.85,74.4859,24.57,87,100,16.02,overcast clouds,2022-04-18 18:49:25
365,Chemal,RU,51.4111,86.005,52.36,58,100,4.88,overcast clouds,2022-04-18 18:50:52
366,Khorramabad,IR,33.4878,48.3558,60.35,25,5,1.45,clear sky,2022-04-18 18:50:53
367,Kirya,TZ,-3.9167,37.4833,77.41,67,100,12.53,overcast clouds,2022-04-18 18:50:53
368,Banikoara,BJ,11.2985,2.4386,91.4,14,100,6.02,overcast clouds,2022-04-18 18:50:53
369,Barinitas,VE,8.7622,-70.4111,74.68,52,99,3.24,overcast clouds,2022-04-18 18:50:53
370,Dunda,TZ,-8.1167,34.25,65.66,87,72,3.91,broken clouds,2022-04-18 18:50:54
371,Mangaluru,IN,12.8667,74.8833,79.66,78,40,4.61,scattered clouds,2022-04-18 18:50:54
372,Huntsville,US,34.7304,-86.5861,56.39,73,100,12.66,overcast clouds,2022-04-18 18:50:54
373,Grand-Lahou,CI,5.1367,-5.0242,77.07,89,100,8.43,overcast clouds,2022-04-18 18:50:55
374,Zupanja,HR,45.0775,18.6975,43.29,79,17,2.21,few clouds,2022-04-18 18:50:55
375,Seara,PT,41.1818,-7.8003,58.95,71,16,6.44,few clouds,2022-04-18 18:50:55
376,Suoyarvi,RU,62.0833,32.35,35.08,96,100,3.11,overcast clouds,2022-04-18 18:50:56
377,Micheweni,TZ,-4.9667,39.8333,81.1,81,91,10.16,overcast clouds,2022-04-18 18:50:56
378,Oktyabrskoye,RU,43.0645,44.7417,55.54,76,100,8.95,overcast clouds,2022-04-18 18:50:56
379,Batetskiy,RU,58.6461,30.3027,41.85,82,100,4.41,overcast clouds,2022-04-18 18:50:57
380,Sept-Iles,CA,50.2001,-66.3821,42.06,48,20,8.05,few clouds,2022-04-18 18:46:02
381,Ostersund,SE,63.1792,14.6357,54.05,32,0,0.0,clear sky,2022-04-18 18:50:57
382,Yelniki,RU,54.6207,43.876,39.16,95,100,8.01,overcast clouds,2022-04-18 18:50:58
383,Ushtobe,KZ,45.2514,77.9838,68.45,21,100,8.1,overcast clouds,2022-04-18 18:50:58
384,Sorkjosen,NO,69.8,20.9333,48.2,61,75,11.5,broken clouds,2022-04-18 18:50:58
385,Idah,NG,7.1065,6.7342,84.4,63,100,4.79,light rain,2022-04-18 18:50:59
386,Vysha,RU,53.8477,42.3777,40.14,97,100,8.01,light rain,2022-04-18 18:50:59
387,Canutama,BR,-6.5339,-64.3831,87.69,66,72,0.69,broken clouds,2022-04-18 18:50:59
388,Aktau,KZ,43.65,51.2,54.18,61,42,11.18,scattered clouds,2022-04-18 18:51:00
389,Brewster,US,41.3973,-73.6171,54.72,45,0,11.5,clear sky,2022-04-18 18:51:00
390,Pitkyaranta,RU,61.5734,31.4792,34.79,99,97,4.23,overcast clouds,2022-04-18 18:51:00
391,Santa Maria,BR,-29.6842,-53.8069,76.3,53,40,6.91,scattered clouds,2022-04-18 18:51:01
392,Humaita,BR,-7.5061,-63.0208,83.53,82,51,1.97,broken clouds,2022-04-18 18:51:01
393,Pinyug,RU,60.251,47.7842,27.54,98,35,2.84,scattered clouds,2022-04-18 18:51:01
394,Krasnovishersk,RU,60.4078,57.082,25.68,95,94,2.3,overcast clouds,2022-04-18 18:51:02
395,Garmsar,IR,35.2182,52.3409,65.34,24,0,5.12,clear sky,2022-04-18 18:51:02
396,Yuryuzan,RU,54.8633,58.4219,44.51,91,100,4.61,overcast clouds,2022-04-18 18:51:03
397,Usakos,NA,-22.0,15.6,79.74,24,77,7.0,broken clouds,2022-04-18 18:51:03
398,Altay,CN,47.8667,88.1167,49.82,31,100,9.89,overcast clouds,2022-04-18 18:51:04
399,Hermagor,AT,46.6272,13.3672,42.8,80,99,1.52,overcast clouds,2022-04-18 18:51:04
400,Lenger,KZ,42.183,69.8839,63.84,77,100,4.32,light rain,2022-04-18 18:51:05
401,Dwarka,IN,22.2394,68.9678,80.62,78,5,12.08,clear sky,2022-04-18 18:51:05
402,Chicama,PE,-7.8447,-79.1469,63.14,61,51,10.63,broken clouds,2022-04-18 18:51:05
403,Khowst,AF,33.3833,69.8833,69.4,39,97,6.22,overcast clouds,2022-04-18 18:51:06
404,Najran,SA,17.4924,44.1277,83.05,19,0,3.76,clear sky,2022-04-18 18:51:06
405,Tete,MZ,-16.1564,33.5867,78.89,73,20,4.61,few clouds,2022-04-18 18:51:07
406,Tulle,FR,45.3333,1.8333,49.57,76,84,1.57,broken clouds,2022-04-18 18:51:07
407,Koslan,RU,63.4564,48.8989,32.31,98,100,3.18,overcast clouds,2022-04-18 18:51:07
408,Maniwaki,CA,46.3834,-75.966,46.78,29,99,5.75,overcast clouds,2022-04-18 18:48:57
409,Aktash,RU,50.3,87.7333,29.52,62,100,4.9,overcast clouds,2022-04-18 18:51:08
410,Koygorodok,RU,60.445,50.9968,27.9,94,90,2.06,overcast clouds,2022-04-18 18:51:08
411,Sao Francisco,BR,-15.9486,-44.8644,83.21,47,100,6.96,light rain,2022-04-18 18:51:09
412,Trebinje,BA,42.7119,18.3442,53.96,24,0,20.71,clear sky,2022-04-18 18:51:09
413,Atar,MR,20.5169,-13.0499,95.9,10,80,7.83,broken clouds,2022-04-18 18:51:10
414,Putina,PE,-15.4667,-69.4333,49.17,40,0,5.73,clear sky,2022-04-18 18:51:10
415,Shache,CN,38.4167,77.2406,62.02,18,0,5.79,clear sky,2022-04-18 18:51:10
416,Mansa,IN,29.9833,75.3833,88.59,19,91,9.98,overcast clouds,2022-04-18 18:51:11
417,Luderitz,NA,-26.6481,15.1594,75.85,40,1,9.8,clear sky,2022-04-18 18:51:11
418,Milyutinskaya,RU,48.6279,41.6679,61.86,54,87,15.12,overcast clouds,2022-04-18 18:51:11
419,Cassia,BR,-20.5831,-46.9219,77.68,53,13,4.65,few clouds,2022-04-18 18:51:12
420,Muzhi,RU,65.3667,64.6667,30.18,85,87,11.27,overcast clouds,2022-04-18 18:51:12
421,Qasigiannguit,GL,68.8193,-51.1922,14.32,92,100,12.93,light snow,2022-04-18 18:51:12
422,Saint-Pierre,RE,-21.3393,55.4781,77.29,85,40,4.61,scattered clouds,2022-04-18 18:51:13
423,Sapele,NG,5.8941,5.6767,77.76,88,93,5.84,light rain,2022-04-18 18:51:13
424,Marsaxlokk,MT,35.8419,14.5431,59.07,76,7,21.68,clear sky,2022-04-18 18:51:13
425,Berbera,SO,10.4396,45.0143,83.7,79,5,6.35,clear sky,2022-04-18 18:51:14
426,Novoomskiy,RU,54.8415,73.3017,37.42,38,0,8.95,clear sky,2022-04-18 18:51:14
