City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,Richards Bay,-28.783,32.0377,66.31,89,43,12.5,ZA,2022-04-12 00:09:51
293,Sechura,-5.5569,-80.8222,72.91,73,64,17.05,PE,2022-04-12 00:04:13
294,Hwange,-18.3693,26.5019,67.3,82,97,1.59,ZW,2022-04-12 00:15:31
295,Valdivia,-39.8142,-73.2459,50.09,99,100,2.42,CL,2022-04-12 00:15:26
296,Severnyy,50.677,36.5532,42.84,93,100,8.95,RU,2022-04-12 00:15:31
297,Sur,22.5667,59.5289,83.08,40,0,2.46,OM,2022-04-12 00:09:54
298,Lagoa,39.05,-27.9833,59.61,94,100,17.49,PT,2022-04-12 00:08:29
299,Nova Borova,50.693,28.6345,35.02,75,79,11.83,UA,2022-04-12 00:15:32
300,Gualaceo,-2.9,-78.7833,65.86,94,93,3.22,EC,2022-04-12 00:15:33
301,Mora,11.0461,14.1401,90.05,33,58,6.04,CM,2022-04-12 00:15:33
302,Puta,40.2967,49.6603,50.02,79,2,7.7,AZ,2022-04-12 00:15:34
303,Derbent,42.0678,48.2899,49.28,89,30,1.25,RU,2022-04-12 00:15:34
304,Sidi Ali,36.0998,0.4206,57.24,91,35,14.18,DZ,2022-04-12 00:15:35
305,Nileshwar,12.25,75.1,80.64,85,100,4.63,IN,2022-04-12 00:15:36
306,Sorland,67.667,12.6934,39.88,77,54,5.88,NO,2022-04-12 00:09:30
307,Dalhousie,32.5333,75.9833,61.14,26,90,8.3,IN,2022-04-12 00:15:06
308,Ghanzi,-21.5667,21.7833,71.11,56,78,8.9,BW,2022-04-12 00:15:36
309,Santiago,-33.4569,-70.6483,64.85,45,11,4.07,CL,2022-04-12 00:11:04
310,Qeshm,26.9581,56.2719,76.15,80,0,4.18,IR,2022-04-12 00:10:11
311,Oranjemund,-28.55,16.4333,66.16,56,1,1.19,NA,2022-04-12 00:11:46
312,Goure,13.9835,10.2704,79.84,10,22,4.03,NE,2022-04-12 00:15:37
313,Kharp,66.8014,65.8081,34.43,100,100,3.15,RU,2022-04-12 00:08:41
314,Kavaratti,10.5669,72.642,83.66,73,54,8.05,IN,2022-04-12 00:15:38
315,Arkhipovka,56.6629,41.2543,45.32,99,99,3.29,RU,2022-04-12 00:15:38
316,Weligama,5.9667,80.4167,78.39,84,96,4.63,LK,2022-04-12 00:15:38
317,Zelenogradsk,54.9589,20.4767,26.65,93,0,4.47,RU,2022-04-12 00:15:39
318,Ust-Ishim,57.6935,71.1665,26.98,93,5,4.36,RU,2022-04-12 00:15:40
319,Lerwick,60.1545,-1.1494,42.8,69,100,19.69,GB,2022-04-12 00:15:40
320,Buraydah,26.326,43.975,80.92,14,79,5.03,SA,2022-04-12 00:07:29
321,Raudeberg,61.9875,5.1352,35.96,82,99,6.67,NO,2022-04-12 00:10:06
322,Kalmar,56.6616,16.3616,33.96,92,23,1.01,SE,2022-04-12 00:15:41
323,Praia Da Vitoria,38.7333,-27.0667,60.76,96,90,10.2,PT,2022-04-12 00:11:00
324,Beloha,-25.1667,45.05,71.76,83,99,13.02,MG,2022-04-12 00:12:19
325,Rundu,-17.9333,19.7667,68.88,67,99,3.83,NA,2022-04-12 00:15:42
326,Atar,20.5169,-13.0499,80.22,13,96,6.53,MR,2022-04-12 00:10:32
327,Rochegda,62.8,43.25,29.75,98,96,3.2,RU,2022-04-12 00:15:42
328,Cartagena Del Chaira,1.3349,-74.8429,73.33,97,100,3.06,CO,2022-04-12 00:15:43
329,Terekli-Mekteb,44.1671,45.8698,48.99,95,9,11.77,RU,2022-04-12 00:15:43
330,Matadi,-5.8167,13.45,73.74,93,99,2.28,CD,2022-04-12 00:15:44
331,Bonthe,7.5264,-12.505,78.51,88,55,4.09,SL,2022-04-12 00:08:54
332,Saraipali,21.3333,83.0,80.8,42,81,4.47,IN,2022-04-12 00:15:44
333,Saint-Augustin,51.226,-58.6502,33.76,75,46,12.28,CA,2022-04-12 00:05:17
334,Bafoulabe,13.8065,-10.8321,94.33,10,36,5.01,ML,2022-04-12 00:15:45
335,Valparaiso,-33.0393,-71.6273,59.47,61,13,11.77,CL,2022-04-12 00:15:46
336,Maputo,-25.9653,32.5892,67.03,88,22,4.36,MZ,2022-04-12 00:12:12
337,Hofn,64.2539,-15.2082,34.25,92,100,15.41,IS,2022-04-12 00:09:42
338,Waw,7.7029,27.9953,78.35,65,100,4.72,SS,2022-04-12 00:15:47
339,Sfantu Gheorghe,45.8667,25.7833,34.66,87,25,4.99,RO,2022-04-12 00:15:47
340,Chissamba,-12.1667,17.3333,60.37,97,86,2.42,AO,2022-04-12 00:15:47
341,Kushmurun,52.4503,64.6311,42.8,69,100,17.07,KZ,2022-04-12 00:15:48
342,Albany,42.6001,-73.9662,56.05,47,92,4.34,US,2022-04-12 00:15:48
343,Hit,33.6416,42.8251,73.53,28,11,19.42,IQ,2022-04-12 00:15:49
344,Utraula,27.3167,82.4167,76.91,49,63,10.45,IN,2022-04-12 00:15:49
345,Mwene-Ditu,-7.0,23.45,67.35,84,80,2.51,CD,2022-04-12 00:15:50
346,Nantucket,41.2835,-70.0995,48.31,76,0,16.11,US,2022-04-12 00:08:56
347,Tukrah,32.5341,20.5791,54.16,70,4,9.53,LY,2022-04-12 00:15:51
348,Colares,38.7992,-9.4469,57.76,85,92,15.01,PT,2022-04-12 00:11:14
349,Mobaye,4.319,21.1786,71.24,82,72,2.91,CF,2022-04-12 00:15:51
350,Gazli,40.1333,63.45,62.2,72,22,2.33,UZ,2022-04-12 00:15:52
351,Orebro,59.2741,15.2066,32.18,43,0,6.91,SE,2022-04-12 00:15:52
352,Najran,17.4924,44.1277,70.45,19,0,6.29,SA,2022-04-12 00:15:53
353,Portobelo,9.55,-79.65,82.74,84,95,14.32,PA,2022-04-12 00:08:34
354,Ouadda,8.0777,22.4007,73.9,73,94,6.24,CF,2022-04-12 00:15:53
355,Salinopolis,-0.6136,-47.3561,78.51,88,96,8.68,BR,2022-04-12 00:12:32
356,Lima,-12.0432,-77.0282,65.39,62,0,14.97,PE,2022-04-12 00:10:27
357,Mbandaka,0.0487,18.2603,71.91,93,85,2.84,CD,2022-04-12 00:15:54
358,Bull Savanna,17.8868,-77.5902,75.87,79,44,8.57,JM,2022-04-12 00:08:55
359,Adrar,20.5022,-10.0711,81.55,5,100,11.21,MR,2022-04-12 00:08:38
360,Oum Hadjer,13.2954,19.6966,86.2,8,14,6.51,TD,2022-04-12 00:15:55
361,Wlodawa,51.55,23.55,33.94,88,21,5.39,PL,2022-04-12 00:15:55
362,Kudligi,14.9,76.3833,78.49,50,81,8.32,IN,2022-04-12 00:15:56
363,Tinaquillo,9.9186,-68.3047,77.88,69,93,7.87,VE,2022-04-12 00:15:56
364,Chicama,-7.8447,-79.1469,64.94,79,73,7.43,PE,2022-04-12 00:15:57
365,Bardiyah,31.7561,25.0865,56.98,69,7,11.05,LY,2022-04-12 00:15:57
366,Amapa,1.0,-52.0,73.18,98,94,3.65,BR,2022-04-12 00:08:35
367,Port Blair,11.6667,92.75,80.82,73,82,1.59,IN,2022-04-12 00:10:19
368,Paso De Carrasco,-34.8603,-56.0522,66.25,94,0,5.75,UY,2022-04-12 00:15:58
369,Machiques,10.0644,-72.545,84.83,59,90,12.66,VE,2022-04-12 00:15:58
370,Walvis Bay,-22.9575,14.5053,65.95,67,6,3.06,NA,2022-04-12 00:10:56
371,Hornepayne,49.2138,-84.7705,35.67,96,96,16.87,CA,2022-04-12 00:15:59
372,Jacareacanga,-6.2222,-57.7528,74.73,96,78,0.87,BR,2022-04-12 00:15:59
373,Graaff-Reinet,-32.2522,24.5308,61.54,61,52,5.19,ZA,2022-04-12 00:16:01
374,Alexandria,31.2156,29.9553,59.76,62,0,10.58,EG,2022-04-12 00:12:37
375,Drawsko Pomorskie,53.5306,15.8097,30.07,87,13,2.42,PL,2022-04-12 00:16:01
376,Jalu,29.0331,21.5482,61.81,34,0,10.67,LY,2022-04-12 00:08:09
377,Mangrol,21.1167,70.1167,80.13,77,100,7.83,IN,2022-04-12 00:16:02
378,Kuusamo,65.9667,29.1833,28.44,86,75,10.36,FI,2022-04-12 00:16:02
379,Mulchen,-37.7167,-72.2333,49.98,72,100,3.89,CL,2022-04-12 00:16:03
380,Helsinki,60.1695,24.9355,34.88,81,0,3.44,FI,2022-04-12 00:16:03
381,Ischia,40.7342,13.9471,53.58,50,51,3.18,IT,2022-04-12 00:16:04
382,Saint-Denis,48.9167,2.3333,58.78,73,0,11.5,FR,2022-04-12 00:16:04
383,Geraldton,-28.7667,114.6,54.01,94,0,8.05,AU,2022-04-12 00:11:40
384,Bensonville,6.4461,-10.6125,78.24,92,56,3.98,LR,2022-04-12 00:16:05
385,Usinsk,65.9939,57.5281,35.47,100,100,14.94,RU,2022-04-12 00:09:05
386,Lagarto,-10.9172,-37.65,72.14,86,10,4.27,BR,2022-04-12 00:16:06
387,Presidente Dutra,-5.29,-44.49,74.08,96,83,2.01,BR,2022-04-12 00:16:06
388,Mayumba,-3.432,10.6554,76.95,91,89,4.38,GA,2022-04-12 00:16:07
389,Lithakia,37.7167,20.8333,43.97,59,1,2.39,GR,2022-04-12 00:16:07
390,La Primavera,5.4906,-70.4092,79.07,81,99,8.03,CO,2022-04-12 00:16:08
391,Saint-Leu,-21.15,55.2833,76.03,78,26,10.54,RE,2022-04-12 00:16:08
392,Grand-Lahou,5.1367,-5.0242,79.9,90,73,7.05,CI,2022-04-12 00:16:09
393,Mbigou,-1.9005,11.906,68.09,95,89,1.23,GA,2022-04-12 00:16:10
394,Uglerodovskiy,48.147,40.0621,52.9,65,70,12.97,RU,2022-04-12 00:16:10
395,Barcelos,41.5388,-8.6151,55.54,91,74,10.71,PT,2022-04-12 00:16:11
396,Podporozhye,60.9112,34.1706,26.19,97,100,2.48,RU,2022-04-12 00:16:11
397,Bischofshofen,47.4167,13.2167,42.53,90,90,4.72,AT,2022-04-12 00:16:12
398,Vestmannaeyjar,63.4427,-20.2734,40.62,71,100,21.23,IS,2022-04-12 00:16:12
399,Antalaha,-14.9003,50.2788,74.79,85,69,9.26,MG,2022-04-12 00:16:13
400,Belmonte,-15.8631,-38.8828,77.94,76,62,5.21,BR,2022-04-12 00:16:13
401,Cap Malheureux,-19.9842,57.6142,74.46,87,28,5.99,MU,2022-04-12 00:10:38
402,Camacha,33.0833,-16.3333,58.42,77,40,14.97,PT,2022-04-12 00:07:55
403,Mpika,-11.8343,31.4529,62.06,97,69,8.37,ZM,2022-04-12 00:16:14
404,Sao Paulo,-23.5475,-46.6361,73.45,83,65,4.25,BR,2022-04-12 00:14:40
405,Miandrivazo,-19.5167,45.4667,76.01,63,89,6.31,MG,2022-04-12 00:16:14
406,Boyuibe,-20.4167,-63.2833,72.79,88,93,2.51,BO,2022-04-12 00:16:15
407,Kwakoa,-3.7667,37.7167,67.98,93,53,1.88,TZ,2022-04-12 00:16:15
408,Llata,-9.4167,-76.7833,54.37,88,75,3.98,PE,2022-04-12 00:16:16
409,Punta De Bombon,-17.1717,-71.7931,67.26,78,66,6.96,PE,2022-04-12 00:16:16
410,Dori,14.0354,-0.0345,87.66,11,5,2.66,BF,2022-04-12 00:16:17
411,Curillo,1.0333,-75.9191,73.44,97,98,3.04,CO,2022-04-12 00:16:17
412,Breves,-1.6822,-50.4803,74.84,96,99,3.4,BR,2022-04-12 00:16:18
413,San Cristobal,7.7669,-72.225,72.55,73,79,3.15,VE,2022-04-12 00:07:45
414,Bosaso,11.2842,49.1816,81.41,59,0,6.67,SO,2022-04-12 00:16:18
415,Karaton,-6.3424,106.1045,75.27,90,86,1.68,ID,2022-04-12 00:16:19
416,Ilorin,8.5,4.55,79.25,76,74,11.48,NG,2022-04-12 00:12:21
417,Brae,60.3964,-1.353,41.27,70,100,17.49,GB,2022-04-12 00:11:45
418,Vila Franca Do Campo,37.7167,-25.4333,61.21,96,94,9.15,PT,2022-04-12 00:02:55
419,New Cumnock,55.3956,-4.1846,44.33,91,100,6.58,GB,2022-04-12 00:16:20
420,Beyneu,45.3167,55.2,59.58,51,2,8.81,KZ,2022-04-12 00:16:21
421,Saint-Joseph,-21.3667,55.6167,73.78,83,70,16.13,RE,2022-04-12 00:11:15
422,Svetlogorsk,52.6333,29.7333,37.35,70,100,8.63,BY,2022-04-12 00:16:21
423,Boende,-0.2167,20.8667,69.55,88,72,2.62,CD,2022-04-12 00:16:22
424,Cockburn Town,21.4612,-71.1419,76.28,79,50,27.54,TC,2022-04-12 00:08:49
425,Maunabo,18.0072,-65.8993,79.7,81,7,9.48,PR,2022-04-12 00:16:22
426,Santiago Del Estero,-27.7951,-64.2615,64.63,90,100,5.5,AR,2022-04-12 00:12:05
427,Taoudenni,22.6783,-3.9836,82.18,5,97,8.39,ML,2022-04-12 00:07:57
428,Mirnyy,62.5353,113.9611,28.24,33,100,1.99,RU,2022-04-12 00:16:23
429,Gunjur,13.2019,-16.7339,68.07,83,0,12.66,GM,2022-04-12 00:16:19
430,Veriora,58.0079,27.3551,32.4,89,5,4.29,EE,2022-04-12 00:16:23
431,Glencoe,-28.1783,30.147,50.41,94,75,3.56,ZA,2022-04-12 00:16:24
432,Mumford,5.2618,-0.759,81.21,87,90,9.04,GH,2022-04-12 00:16:24
433,Duvan,55.695,57.9024,33.75,91,31,6.44,RU,2022-04-12 00:16:25
434,Marsaxlokk,35.8419,14.5431,56.08,82,0,10.36,MT,2022-04-12 00:16:25
435,Meulaboh,4.1363,96.1285,75.4,88,40,3.06,ID,2022-04-12 00:16:26
436,Denia,38.8408,0.1057,58.75,92,87,8.99,ES,2022-04-12 00:16:26
437,General Roca,-39.0333,-67.5833,54.63,41,84,20.65,AR,2022-04-12 00:16:27
438,Suluova,40.8313,35.6479,44.46,93,75,5.75,TR,2022-04-12 00:16:27
439,Nova Odesa,47.3078,31.7851,42.89,76,100,21.0,UA,2022-04-12 00:16:28
440,Kazanskoye,55.6448,69.235,36.01,67,98,9.53,RU,2022-04-12 00:16:28
441,Port Hawkesbury,45.6169,-61.3485,37.9,92,24,7.0,CA,2022-04-12 00:09:43
442,Maceio,-9.6658,-35.7353,79.12,74,21,7.67,BR,2022-04-12 00:11:41
443,Newport,51.5877,-2.9984,52.68,85,99,7.25,GB,2022-04-12 00:11:58
444,Manicore,-5.8092,-61.3003,76.12,87,88,1.25,BR,2022-04-12 00:16:30
445,Kolchugino,56.3,39.3833,37.49,99,100,6.93,RU,2022-04-12 00:16:30
446,Ndjole,-0.1783,10.7649,73.54,94,99,1.5,GA,2022-04-12 00:16:30
447,Kutahya,39.4242,29.9833,32.05,81,90,6.46,TR,2022-04-12 00:16:31
448,Salta,-24.7859,-65.4117,68.59,77,40,11.5,AR,2022-04-12 00:16:32
449,Masalli,34.7959,126.6553,67.68,79,34,5.77,KR,2022-04-12 00:16:32
450,Trelew,-43.249,-65.3051,56.5,57,87,17.78,AR,2022-04-12 00:16:33
451,Dingle,10.9995,122.6711,74.55,96,100,5.37,PH,2022-04-12 00:09:02
452,Sakaraha,-22.9,44.5333,69.33,59,98,5.44,MG,2022-04-12 00:16:33
453,Krasne,49.9145,24.6134,31.89,87,13,6.22,UA,2022-04-12 00:16:34
454,Tarbes,43.25,0.1667,55.87,67,0,4.61,FR,2022-04-12 00:16:34
455,Narbonne,43.0833,2.8333,55.02,50,96,16.6,FR,2022-04-12 00:16:35
456,Souris,49.6172,-100.2612,34.74,35,100,15.55,CA,2022-04-12 00:16:35
457,Yokadouma,3.5167,15.05,69.94,92,74,1.74,CM,2022-04-12 00:16:36
458,Mehamn,71.0357,27.8492,28.31,89,92,6.49,NO,2022-04-12 00:08:25
459,Lydenburg,-25.0978,30.4597,53.83,96,26,0.38,ZA,2022-04-12 00:16:36
460,Cabedelo,-6.9811,-34.8339,77.67,74,98,7.45,BR,2022-04-12 00:16:37
461,Penzance,50.1186,-5.5371,51.51,94,92,7.43,GB,2022-04-12 00:08:46
462,Krynychky,48.3755,34.467,38.39,90,100,22.17,UA,2022-04-12 00:16:37
463,Mitsamiouli,-11.3847,43.2844,81.97,75,83,7.92,KM,2022-04-12 00:10:38
464,Samana,19.2056,-69.3369,75.85,79,5,8.66,DO,2022-04-12 00:16:38
465,Bria,6.5423,21.9863,72.72,80,70,0.76,CF,2022-04-12 00:16:38
466,Ostersund,63.1792,14.6357,32.61,93,97,14.97,SE,2022-04-12 00:07:54
467,Thessalon,46.2501,-83.5666,46.69,87,100,7.61,CA,2022-04-12 00:15:02
468,Coaticook,45.1334,-71.7991,49.77,70,70,3.74,CA,2022-04-12 00:16:39
469,Inirida,3.8653,-67.9239,76.82,91,88,0.94,CO,2022-04-12 00:11:35
470,Kastamonu,41.5,33.6667,35.1,87,100,13.0,TR,2022-04-12 00:16:40
471,Oistins,13.0667,-59.5333,78.89,83,75,14.97,BB,2022-04-12 00:11:47
472,Marrakesh,31.6315,-8.0083,59.07,67,40,6.91,MA,2022-04-12 00:14:25
473,Kuytun,54.3419,101.5036,26.01,70,100,9.78,RU,2022-04-12 00:16:40
474,Giddalur,15.35,78.9167,74.57,90,49,2.13,IN,2022-04-12 00:16:40
475,Menongue,-14.6585,17.691,61.32,97,98,2.53,AO,2022-04-12 00:16:41
476,Birao,10.2849,22.7882,82.99,37,42,5.01,CF,2022-04-12 00:09:07
477,Panaba,21.2833,-88.2667,83.37,49,9,16.02,MX,2022-04-12 00:10:44
478,Murdochville,48.9583,-65.5006,36.48,95,33,3.67,CA,2022-04-12 00:16:42
479,Ovalle,-30.5983,-71.2003,65.01,55,0,3.62,CL,2022-04-12 00:15:55
480,Dutlwe,-23.9833,23.9,63.88,83,74,12.17,BW,2022-04-12 00:16:43
481,Poprad,49.0614,20.298,28.99,86,20,2.3,SK,2022-04-12 00:16:43
482,Nchelenge,-9.3451,28.734,67.53,91,72,6.04,ZM,2022-04-12 00:16:44
483,Lebu,-37.6167,-73.65,51.71,87,94,5.12,CL,2022-04-12 00:08:00
484,Tenkodogo,11.78,-0.3697,90.57,40,63,14.23,BF,2022-04-12 00:16:44
485,Gibara,21.1097,-76.1317,76.32,77,97,17.56,CU,2022-04-12 00:16:45
486,Luau,-10.7073,22.2247,63.03,93,15,3.56,AO,2022-04-12 00:16:45
487,Gusev,54.5922,22.1997,32.0,80,16,2.08,RU,2022-04-12 00:16:46
488,Carballo,43.213,-8.691,55.09,90,73,8.23,ES,2022-04-12 00:07:50
489,Porto Novo,6.4965,2.6036,80.65,85,44,6.06,BJ,2022-04-12 00:09:25
490,The Valley,18.217,-63.0578,78.1,72,10,13.02,AI,2022-04-12 00:09:33
491,Macamic,48.7502,-78.9996,40.89,74,100,13.82,CA,2022-04-12 00:16:48
492,Siaya,0.0612,34.2882,67.19,79,99,5.39,KE,2022-04-12 00:16:48
493,Galle,6.0367,80.217,80.76,77,96,5.17,LK,2022-04-12 00:16:49
494,Yar-Sale,66.8333,70.8333,33.96,99,100,10.67,RU,2022-04-12 00:07:38
495,Lixourion,38.2019,20.4314,52.23,68,0,4.88,GR,2022-04-12 00:12:42
496,Manaure,11.7751,-72.4445,81.88,66,78,22.46,CO,2022-04-12 00:16:50
497,Becerril,9.7041,-73.2793,83.28,62,93,6.93,CO,2022-04-12 00:16:51
498,Saurimo,-9.6608,20.3916,63.54,89,15,3.69,AO,2022-04-12 00:16:51
499,Fort-Shevchenko,44.5086,50.263,56.19,65,34,12.28,KZ,2022-04-12 00:16:51
500,Rajauri,33.3833,74.3,74.59,20,100,6.6,IN,2022-04-12 00:16:52
501,Saint-Pierre,-21.3393,55.4781,74.91,81,20,21.85,RE,2022-04-12 00:10:00
502,Shubarshi,48.5872,57.1869,47.98,88,1,6.42,KZ,2022-04-12 00:16:53
503,Yerkoy,39.6381,34.4672,37.13,93,100,15.99,TR,2022-04-12 00:09:19
504,Lugazi,0.3772,32.9197,64.26,95,88,2.86,UG,2022-04-12 00:16:53
505,Zemio,5.0314,25.1361,71.69,75,89,3.22,CF,2022-04-12 00:16:54
506,Alghero,40.5589,8.3181,48.29,81,0,4.61,IT,2022-04-12 00:16:54
507,Kisangani,0.5167,25.2,67.84,93,30,0.18,CD,2022-04-12 00:16:55
508,Banyo,6.75,11.8167,72.95,61,82,1.95,CM,2022-04-12 00:16:55
509,Uthal,25.8072,66.6219,76.12,88,0,3.42,PK,2022-04-12 00:16:56
510,Bogotol,56.2078,89.5342,23.83,94,100,4.12,RU,2022-04-12 00:16:57
511,Middleton,53.55,-2.2,51.98,75,100,6.44,GB,2022-04-12 00:16:57
512,Gryazi,52.4966,39.9359,52.68,83,97,13.2,RU,2022-04-12 00:16:58
513,San Alberto,7.7611,-73.3922,80.42,83,54,5.19,CO,2022-04-12 00:16:58
514,Imbituba,-28.24,-48.6703,73.81,95,100,10.83,BR,2022-04-12 00:09:53
515,Braedstrup,55.9708,9.6085,34.65,77,84,3.42,DK,2022-04-12 00:16:59
516,Sibiti,-3.6819,13.3499,67.48,97,95,0.83,CG,2022-04-12 00:16:59
517,Olenino,56.2092,33.4889,33.12,89,100,5.23,RU,2022-04-12 00:17:00
518,Liverpool,53.4106,-2.9779,51.3,69,100,10.36,GB,2022-04-12 00:12:20
519,Abu Kamal,34.4506,40.9171,62.94,46,0,19.89,SY,2022-04-12 00:17:01
520,Aktash,50.3,87.7333,11.46,74,6,3.11,RU,2022-04-12 00:17:01
521,Qaqortoq,60.7167,-46.0333,33.35,52,94,12.93,GL,2022-04-12 00:17:01
522,Gravdal,68.1214,13.5031,38.26,77,100,6.22,NO,2022-04-12 00:17:02
523,Magaria,12.9983,8.9099,85.51,12,51,6.38,NE,2022-04-12 00:17:03
524,Bubaque,11.2833,-15.8333,74.82,76,24,15.61,GW,2022-04-12 00:08:41
525,Kemijarvi,66.7131,27.4306,30.72,91,96,8.79,FI,2022-04-12 00:17:03
526,Sokolo,14.7328,-6.1219,94.19,12,87,5.19,ML,2022-04-12 00:08:51
527,San Miguel De Cauri,-10.1,-76.5833,46.94,92,88,3.87,PE,2022-04-12 00:17:04
528,Kostyantynivka,48.5277,37.7069,55.49,71,99,7.92,UA,2022-04-12 00:17:04
529,Rabo De Peixe,37.8,-25.5833,60.31,94,75,12.66,PT,2022-04-12 00:08:49
530,Louis Trichardt,-23.0439,29.9032,60.08,91,31,2.71,ZA,2022-04-12 00:17:06
531,Newtownards,54.5924,-5.6909,50.74,76,100,6.91,GB,2022-04-12 00:17:06
532,Kindu,-2.95,25.95,68.18,99,99,0.76,CD,2022-04-12 00:17:07
533,Inta,66.0317,60.1659,35.85,100,100,6.98,RU,2022-04-12 00:17:07
534,Hagere Hiywet,8.9833,37.85,63.05,67,97,2.73,ET,2022-04-12 00:17:08
535,Fiche,9.8,38.7333,54.88,46,61,2.64,ET,2022-04-12 00:17:08
536,Camacari,-12.6975,-38.3242,74.37,83,4,5.23,BR,2022-04-12 00:12:12
537,Standerton,-26.9337,29.2415,49.6,98,13,1.54,ZA,2022-04-12 00:17:09
538,Villa Carlos Paz,-31.4241,-64.4978,59.9,45,35,4.0,AR,2022-04-12 00:17:10
539,Visnes,59.3556,5.2242,39.22,75,20,4.61,NO,2022-04-12 00:17:10
540,Naryan-Mar,67.6713,53.087,33.57,96,100,9.01,RU,2022-04-12 00:12:15
541,Maracaju,-21.6144,-55.1683,77.58,65,43,6.26,BR,2022-04-12 00:13:48
542,Aktau,43.65,51.2,50.58,62,9,11.48,KZ,2022-04-12 00:17:11
543,Borba,-4.3878,-59.5939,74.86,97,97,2.24,BR,2022-04-12 00:17:11
544,Scarborough,54.2797,-0.4044,45.97,88,100,5.01,GB,2022-04-12 00:12:39
545,Vibo Valentia,38.6996,16.1274,36.19,53,38,4.5,IT,2022-04-12 00:17:11
546,Ferme-Neuve,46.7001,-75.4493,39.9,88,99,4.21,CA,2022-04-12 00:11:16
547,Kabelvag,68.2114,14.4817,36.54,84,100,7.58,NO,2022-04-12 00:17:12
548,Andros Town,24.7,-77.7667,73.36,60,0,18.48,BS,2022-04-12 00:09:31
549,Kattivakkam,13.2167,80.3167,84.29,85,64,4.56,IN,2022-04-12 00:11:30
550,Chernaya Kholunitsa,58.8511,51.7154,35.19,98,100,5.64,RU,2022-04-12 00:17:13
551,Ayagoz,47.9714,80.4392,34.65,56,83,13.67,KZ,2022-04-12 00:17:14
552,Kentau,43.5206,68.5094,61.36,59,59,9.4,KZ,2022-04-12 00:17:14
553,Nuwara Eliya,6.9708,80.7829,57.85,93,100,2.06,LK,2022-04-12 00:17:15
554,Dinard,48.6314,-2.0614,59.38,74,0,10.36,FR,2022-04-12 00:17:15
555,Awbari,26.5921,12.7805,69.21,24,19,14.9,LY,2022-04-12 00:17:16
556,Lekoni,-1.5843,14.2591,73.18,85,92,2.55,GA,2022-04-12 00:17:16
557,Bure,10.7,37.0667,66.78,43,87,4.61,ET,2022-04-12 00:17:17
558,Kongsberg,59.6652,9.6465,35.42,78,87,2.86,NO,2022-04-12 00:17:17
559,Maromitsa,59.8683,48.0123,38.5,99,100,7.49,RU,2022-04-12 00:17:18
560,Drumnadrochit,57.3344,-4.4799,46.09,88,100,6.76,GB,2022-04-12 00:17:18
561,Podgornoye,51.735,39.1496,53.82,66,0,13.42,RU,2022-04-12 00:17:19
562,Boa Vista,2.8197,-60.6733,87.78,51,0,9.22,BR,2022-04-12 00:16:42
563,Tefe,-3.3542,-64.7114,74.95,97,99,1.92,BR,2022-04-12 00:17:19
564,Inhambane,-23.865,35.3833,74.89,89,95,4.36,MZ,2022-04-12 00:10:55
565,Shache,38.4167,77.2406,63.72,25,91,6.53,CN,2022-04-12 00:13:39
566,Bara,10.3744,10.7288,89.31,29,73,2.26,NG,2022-04-12 00:12:19
567,Pontes E Lacerda,-15.2261,-59.3353,75.97,83,18,3.74,BR,2022-04-12 00:17:21
568,Lenger,42.183,69.8839,56.64,78,61,9.69,KZ,2022-04-12 00:17:22
569,San Andres,12.5847,-81.7006,80.62,83,40,11.5,CO,2022-04-12 00:16:24
570,Darnah,32.767,22.6367,55.87,70,1,12.08,LY,2022-04-12 00:17:23
571,Mecca,21.4267,39.8261,81.25,31,0,2.39,SA,2022-04-12 00:17:23
572,Hatillo,18.4863,-66.8254,79.79,80,19,5.99,PR,2022-04-12 00:17:23
573,Vangaindrano,-23.35,47.6,71.2,91,76,2.01,MG,2022-04-12 00:17:24
574,Male,4.1748,73.5089,83.75,72,85,11.54,MV,2022-04-12 00:17:25
575,Rubiataba,-15.1644,-49.8033,72.16,85,99,1.86,BR,2022-04-12 00:17:25
576,Sao Felix Do Xingu,-6.6447,-51.995,73.13,98,50,2.62,BR,2022-04-12 00:10:13
577,Varna,43.2167,27.9167,41.43,92,66,3.44,BG,2022-04-12 00:17:26
578,Calama,-22.4667,-68.9333,53.49,36,0,6.26,CL,2022-04-12 00:10:28
579,Clearwater,27.9659,-82.8001,76.1,73,0,8.01,US,2022-04-12 00:17:27
580,Venice,27.0998,-82.4543,76.05,73,0,1.01,US,2022-04-12 00:12:33
581,Kautokeino,69.0125,23.0412,28.72,79,100,15.46,NO,2022-04-12 00:17:28
582,Sisimiut,66.9395,-53.6735,27.07,80,100,3.96,GL,2022-04-12 00:09:25
583,Madimba,-10.4,40.3333,76.64,90,25,9.33,TZ,2022-04-12 00:17:28
584,Chieri,45.014,7.8223,53.42,59,73,2.93,IT,2022-04-12 00:17:29
585,Nokaneng,-19.6667,22.2667,73.33,58,92,3.8,BW,2022-04-12 00:17:29
586,Bulaevo,54.9056,70.4439,35.44,66,100,11.39,KZ,2022-04-12 00:17:30
587,Dabola,10.75,-11.1167,83.57,48,100,3.44,GN,2022-04-12 00:17:30
588,Emba,48.8264,58.1442,49.03,76,8,5.28,KZ,2022-04-12 00:09:55
589,Manyana,-23.4,21.7167,65.84,62,0,2.1,BW,2022-04-12 00:17:31
